"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Igkc",0,4.05534003109794,0.943,0.036,0,"0","Igkc"
"Ly6d",0,3.23312131807357,0.921,0.035,0,"0","Ly6d"
"Ighm",0,3.1480501010059,0.989,0.197,0,"0","Ighm"
"Bank1",0,3.07877484989607,0.959,0.118,0,"0","Bank1"
"Ms4a1",0,2.81594290114721,0.93,0.021,0,"0","Ms4a1"
"Cd79a",0,2.73084901802296,0.943,0.025,0,"0","Cd79a"
"Ebf1",0,2.67196247898053,0.995,0.234,0,"0","Ebf1"
"Cd74",0,2.41571450520266,0.988,0.163,0,"0","Cd74"
"Cd37",0,2.35163950994191,0.979,0.247,0,"0","Cd37"
"Mef2c",0,2.32950724490278,0.979,0.306,0,"0","Mef2c"
"Pax5",0,2.26920954809917,0.925,0.021,0,"0","Pax5"
"Iglc3",0,2.20683447377468,0.853,0.019,0,"0","Iglc3"
"Cd79b",0,2.17110943897948,0.894,0.058,0,"0","Cd79b"
"Aff3",0,2.16703283094717,0.987,0.358,0,"0","Aff3"
"Bach2",0,2.16697295497129,0.957,0.368,0,"0","Bach2"
"Ralgps2",0,2.14128355400417,0.936,0.276,0,"0","Ralgps2"
"Prkcb",0,2.10308476045274,0.98,0.336,0,"0","Prkcb"
"Ikzf3",0,2.10236864425498,0.94,0.168,0,"0","Ikzf3"
"Iglc1",0,2.03667773636805,0.67,0.015,0,"0","Iglc1"
"Iglc2",0,1.88032632225652,0.521,0.012,0,"0","Iglc2"
"Cmah",0,1.83366953357304,0.85,0.164,0,"0","Cmah"
"Blnk",0,1.82921597600761,0.885,0.105,0,"0","Blnk"
"Tmem163",0,1.79712067740249,0.721,0.047,0,"0","Tmem163"
"Bcl11a",0,1.77470347038692,0.792,0.111,0,"0","Bcl11a"
"Snx29",0,1.7517280476765,0.825,0.248,0,"0","Snx29"
"Ighd",0,1.7168149433924,0.722,0.019,0,"0","Ighd"
"Btla",0,1.70262678655566,0.814,0.098,0,"0","Btla"
"Vpreb3",0,1.68450027584283,0.63,0.014,0,"0","Vpreb3"
"Mzb1",0,1.67265982505604,0.766,0.021,0,"0","Mzb1"
"Wdfy4",0,1.65725986292443,0.902,0.121,0,"0","Wdfy4"
"H2-Aa",0,1.65650985069323,0.871,0.123,0,"0","H2-Aa"
"H2-Eb1",0,1.56482371264132,0.869,0.117,0,"0","H2-Eb1"
"Fcrla",0,1.54956375048667,0.738,0.026,0,"0","Fcrla"
"Gm15987",0,1.5460883773976,0.721,0.047,0,"0","Gm15987"
"Cd52",0,1.5401944783566,0.983,0.454,0,"0","Cd52"
"Inpp5d",0,1.53853273726122,0.921,0.33,0,"0","Inpp5d"
"Foxp1",0,1.51875171402137,0.995,0.799,0,"0","Foxp1"
"Blk",0,1.51122990595384,0.741,0.036,0,"0","Blk"
"Stk17b",0,1.50200685496745,0.945,0.432,0,"0","Stk17b"
"Pou2f2",0,1.49616967625626,0.82,0.118,0,"0","Pou2f2"
"Bcar3",0,1.48106722584015,0.685,0.128,0,"0","Bcar3"
"Chst3",0,1.47535414460227,0.723,0.029,0,"0","Chst3"
"Lyn",0,1.45982689647432,0.954,0.291,0,"0","Lyn"
"Pkig",0,1.4495004481616,0.859,0.26,0,"0","Pkig"
"Mycbp2",0,1.42784200469485,0.954,0.689,0,"0","Mycbp2"
"Swap70",0,1.41702662687403,0.769,0.231,0,"0","Swap70"
"Fli1",0,1.41200176853218,0.923,0.377,0,"0","Fli1"
"Slc12a6",0,1.41110831563914,0.885,0.38,0,"0","Slc12a6"
"Slc9a7",0,1.38865392610727,0.699,0.062,0,"0","Slc9a7"
"Plekhm3",0,1.38655821448344,0.804,0.194,0,"0","Plekhm3"
"Fchsd2",0,1.38516791649156,0.802,0.484,0,"0","Fchsd2"
"Arhgap24",0,1.37781718499737,0.749,0.262,0,"0","Arhgap24"
"Pag1",0,1.36077234212131,0.787,0.307,0,"0","Pag1"
"Ly86",0,1.35356403040854,0.816,0.148,0,"0","Ly86"
"Plcg2",0,1.35172045804774,0.815,0.17,0,"0","Plcg2"
"BE692007",0,1.350361634827,0.666,0.076,0,"0","BE692007"
"Gm26740",0,1.33997011137675,0.9,0.327,0,"0","Gm26740"
"Prkce",0,1.33928225255748,0.822,0.324,0,"0","Prkce"
"Rasgrp3",0,1.33885680140273,0.65,0.037,0,"0","Rasgrp3"
"Marchf1",0,1.33149372267382,0.708,0.125,0,"0","Marchf1"
"Gimap6",0,1.32896011075941,0.897,0.245,0,"0","Gimap6"
"H2-Ob",0,1.31264123006131,0.711,0.027,0,"0","H2-Ob"
"H2-Ab1",0,1.3095972220626,0.826,0.109,0,"0","H2-Ab1"
"Ppp3ca",0,1.30468681841416,0.937,0.636,0,"0","Ppp3ca"
"Eif2ak3",0,1.29022395340585,0.658,0.197,0,"0","Eif2ak3"
"Btk",0,1.27471315745136,0.744,0.082,0,"0","Btk"
"Pecam1",0,1.27168002744952,0.83,0.216,0,"0","Pecam1"
"Gm30211",0,1.2683153335684,0.543,0.011,0,"0","Gm30211"
"Nedd9",0,1.25241484591273,0.902,0.448,0,"0","Nedd9"
"Apobec3",0,1.24054578621907,0.818,0.208,0,"0","Apobec3"
"Btg1",0,1.23903262090245,0.977,0.65,0,"0","Btg1"
"Syk",0,1.2388519817933,0.786,0.193,0,"0","Syk"
"Foxn3",0,1.23843229569073,0.941,0.589,0,"0","Foxn3"
"Cd180",0,1.23531370702998,0.678,0.071,0,"0","Cd180"
"Tmem131l",0,1.23142975117662,0.832,0.304,0,"0","Tmem131l"
"Serinc3",0,1.21828902954135,0.92,0.476,0,"0","Serinc3"
"Map3k1",0,1.21692435116673,0.833,0.352,0,"0","Map3k1"
"Fcer2a",0,1.21095311060621,0.445,0.007,0,"0","Fcer2a"
"Ripor2",0,1.20760281856434,0.896,0.323,0,"0","Ripor2"
"Napsa",0,1.20090197287426,0.74,0.092,0,"0","Napsa"
"H2-DMb2",0,1.19170430613029,0.673,0.039,0,"0","H2-DMb2"
"Maml2",0,1.18634753843097,0.834,0.458,0,"0","Maml2"
"Ly6e",0,1.18260409921356,0.919,0.355,0,"0","Ly6e"
"Cd22",0,1.17409737948118,0.655,0.025,0,"0","Cd22"
"Tnfrsf13c",0,1.17033158745572,0.613,0.017,0,"0","Tnfrsf13c"
"Unc93b1",0,1.17016986701678,0.866,0.222,0,"0","Unc93b1"
"Fcrl1",0,1.16236200816604,0.637,0.021,0,"0","Fcrl1"
"Snx2",0,1.15882635146724,0.883,0.418,0,"0","Snx2"
"Dgkd",0,1.15762747564046,0.818,0.353,0,"0","Dgkd"
"Ltb",0,1.15347068518147,0.791,0.217,0,"0","Ltb"
"Cyrib",0,1.1444053646463,0.945,0.539,0,"0","Cyrib"
"Ero1b",0,1.13162962688455,0.614,0.088,0,"0","Ero1b"
"Mir142hg",0,1.12896129342381,0.942,0.412,0,"0","Mir142hg"
"Cd19",0,1.12814530549937,0.655,0.013,0,"0","Cd19"
"Card11",0,1.12649592940348,0.718,0.174,0,"0","Card11"
"Dock2",0,1.11774802928875,0.986,0.458,0,"0","Dock2"
"Itpr1",0,1.10178993140537,0.829,0.4,0,"0","Itpr1"
"Rel",0,1.09081359690937,0.81,0.299,0,"0","Rel"
"Siglecg",0,1.08971304930382,0.63,0.025,0,"0","Siglecg"
"A630001G21Rik",0,1.08700445476876,0.702,0.139,0,"0","A630001G21Rik"
"Pik3ap1",0,1.08330437219739,0.752,0.163,0,"0","Pik3ap1"
"Pou2af1",0,1.0789348288828,0.576,0.019,0,"0","Pou2af1"
"Tut4",0,1.07696967103527,0.937,0.615,0,"0","Tut4"
"Cd55",0,1.07684404067102,0.677,0.187,0,"0","Cd55"
"Pold4",0,1.07581668793827,0.68,0.207,0,"0","Pold4"
"Foxo1",0,1.06581508355453,0.774,0.307,0,"0","Foxo1"
"E330020D12Rik",0,1.05954162875138,0.479,0.078,0,"0","E330020D12Rik"
"Snx30",0,1.0595370756544,0.691,0.149,0,"0","Snx30"
"Cd38",0,1.05559400000841,0.608,0.121,0,"0","Cd38"
"Sh3bp5",0,1.04859016081719,0.682,0.186,0,"0","Sh3bp5"
"Ppp1r16b",0,1.0455375246533,0.641,0.17,0,"0","Ppp1r16b"
"Strbp",0,1.03835794214862,0.795,0.356,0,"0","Strbp"
"Bmp2k",0,1.03211321780011,0.733,0.293,0,"0","Bmp2k"
"Mndal",0,1.02322093186922,0.777,0.295,0,"0","Mndal"
"Ifi30",0,1.01819825412451,0.737,0.299,0,"0","Ifi30"
"Akt3",0,1.01284682884492,0.721,0.311,0,"0","Akt3"
"Msn",0,1.01128561429946,0.946,0.565,0,"0","Msn"
"Sp100",0,1.00521875964098,0.825,0.314,0,"0","Sp100"
"Baz1a",0,1.00230558550719,0.804,0.354,0,"0","Baz1a"
"Skap1",0,3.05087011566706,0.959,0.038,0,"1","Skap1"
"Ms4a4b",0,2.80953596788874,0.804,0.029,0,"1","Ms4a4b"
"Trbc2",0,2.7582326574456,0.888,0.041,0,"1","Trbc2"
"Lef1",0,2.64108107717891,0.812,0.089,0,"1","Lef1"
"Gm2682",0,2.5668369703078,0.73,0.016,0,"1","Gm2682"
"Cd3g",0,2.43899606570953,0.859,0.018,0,"1","Cd3g"
"Itk",0,2.32814601178697,0.89,0.039,0,"1","Itk"
"Ccl5",0,2.21889403279622,0.259,0.013,0,"1","Ccl5"
"Themis",0,2.18473388721457,0.709,0.013,0,"1","Themis"
"Prkch",0,2.12623504288661,0.833,0.104,0,"1","Prkch"
"Camk4",0,1.95295370453401,0.813,0.056,0,"1","Camk4"
"Ikzf2",0,1.93600437240461,0.562,0.122,0,"1","Ikzf2"
"Bcl11b",0,1.92922762861391,0.781,0.073,0,"1","Bcl11b"
"Cd3d",0,1.92116234490926,0.763,0.017,0,"1","Cd3d"
"Inpp4b",0,1.90924662094889,0.858,0.337,0,"1","Inpp4b"
"Trbc1",0,1.88983462520423,0.598,0.018,0,"1","Trbc1"
"Grap2",0,1.85159992262387,0.82,0.166,0,"1","Grap2"
"Satb1",0,1.83355823766856,0.798,0.26,0,"1","Satb1"
"Prkcq",0,1.83045227546423,0.78,0.026,0,"1","Prkcq"
"Emb",0,1.79271740033153,0.852,0.143,0,"1","Emb"
"Tcf7",0,1.76028540152576,0.733,0.054,0,"1","Tcf7"
"Trac",0,1.68878654989495,0.607,0.052,0,"1","Trac"
"Cd247",0,1.68875862469075,0.747,0.019,0,"1","Cd247"
"Cd3e",0,1.65218273121436,0.743,0.012,0,"1","Cd3e"
"Vps37b",0,1.60877792781346,0.764,0.247,0,"1","Vps37b"
"Fyb",0,1.6084428672891,0.878,0.187,0,"1","Fyb"
"Pitpnc1",0,1.55830290249942,0.873,0.298,0,"1","Pitpnc1"
"Tnik",0,1.50458553226233,0.859,0.244,0,"1","Tnik"
"Ptpn22",0,1.50077684122168,0.743,0.112,0,"1","Ptpn22"
"Arhgap15",0,1.48623775243332,0.981,0.497,0,"1","Arhgap15"
"Gramd3",0,1.46725036217991,0.648,0.267,0,"1","Gramd3"
"Txk",0,1.46544965496474,0.735,0.042,0,"1","Txk"
"Ptprc",0,1.45174430660849,0.988,0.506,0,"1","Ptprc"
"Smc4",0,1.41763958881746,0.736,0.328,0,"1","Smc4"
"Ms4a6b",0,1.4031668376233,0.695,0.125,0,"1","Ms4a6b"
"Lck",0,1.39667208158189,0.733,0.055,0,"1","Lck"
"Pde3b",0,1.33460073209879,0.777,0.28,0,"1","Pde3b"
"Tmsb10",0,1.31976454928303,0.997,0.915,0,"1","Tmsb10"
"Ets1",0,1.3086053119967,0.94,0.38,0,"1","Ets1"
"Cd226",0,1.30074754575389,0.553,0.02,0,"1","Cd226"
"Gimap4",0,1.30020721313482,0.795,0.224,0,"1","Gimap4"
"Mbnl1",0,1.29167358822966,0.992,0.734,0,"1","Mbnl1"
"Klrd1",0,1.29063582502417,0.324,0.017,0,"1","Klrd1"
"Ipcef1",0,1.27882744261782,0.687,0.095,0,"1","Ipcef1"
"Gimap3",0,1.23780224079358,0.738,0.152,0,"1","Gimap3"
"Ikzf1",0,1.23549290551028,0.922,0.401,0,"1","Ikzf1"
"Septin1",0,1.2276229160004,0.839,0.233,0,"1","Septin1"
"Epsti1",0,1.22191423287065,0.768,0.307,0,"1","Epsti1"
"Stat4",0,1.19827720219127,0.732,0.179,0,"1","Stat4"
"Ppm1h",0,1.19418548872248,0.786,0.233,0,"1","Ppm1h"
"H2-K1",0,1.18529469823303,0.959,0.583,0,"1","H2-K1"
"Dgka",0,1.18058898002025,0.661,0.188,0,"1","Dgka"
"Nkg7",0,1.16962875871638,0.372,0.008,0,"1","Nkg7"
"Cd28",0,1.15702535771955,0.522,0.016,0,"1","Cd28"
"Tox",0,1.14828046453588,0.688,0.257,0,"1","Tox"
"Utrn",0,1.14713435183723,0.89,0.497,0,"1","Utrn"
"Fyn",0,1.13885079747545,0.835,0.345,0,"1","Fyn"
"Il7r",0,1.13861071328948,0.595,0.052,0,"1","Il7r"
"Sidt1",0,1.13736274578682,0.528,0.083,0,"1","Sidt1"
"Shisa5",0,1.12844645776897,0.889,0.434,0,"1","Shisa5"
"Dock21",0,1.10278741684662,0.985,0.498,0,"1","Dock2"
"AW112010",0,1.06875308990079,0.408,0.151,0,"1","AW112010"
"Cytip",0,1.06502430280684,0.842,0.336,0,"1","Cytip"
"Ctsw",0,1.05991739107569,0.407,0.013,0,"1","Ctsw"
"Stk4",0,1.05536093792335,0.873,0.432,0,"1","Stk4"
"Dusp10",0,1.05521499793987,0.482,0.106,0,"1","Dusp10"
"Gm56906",0,1.05398900306088,0.604,0.104,0,"1","Gm56906"
"Ablim1",0,1.0373829703823,0.89,0.483,0,"1","Ablim1"
"Zc3hav1",0,1.03311808496654,0.76,0.335,0,"1","Zc3hav1"
"Scml4",0,1.02545366916244,0.608,0.19,0,"1","Scml4"
"Rasgrp1",0,1.01405295341974,0.674,0.118,0,"1","Rasgrp1"
"Ripor21",0,1.01255192856563,0.858,0.374,0,"1","Ripor2"
"Cd5",0,1.00898569527901,0.438,0.038,0,"1","Cd5"
"Dcn",0,5.1594856013216,0.963,0.047,0,"2","Dcn"
"Col3a1",0,5.07280488260754,0.997,0.166,0,"2","Col3a1"
"Col1a1",0,4.66059011936883,0.989,0.114,0,"2","Col1a1"
"Col1a2",0,4.58346294279068,0.993,0.114,0,"2","Col1a2"
"Itm2a",0,3.92455196932522,0.833,0.125,0,"2","Itm2a"
"Sparc",0,3.7147906391789,0.993,0.182,0,"2","Sparc"
"Postn",0,3.65457874227144,0.941,0.09,0,"2","Postn"
"Lum",0,3.40436733801316,0.923,0.023,0,"2","Lum"
"Col14a1",0,3.21943499109655,0.837,0.048,0,"2","Col14a1"
"Aspn",0,3.19736042503174,0.879,0.058,0,"2","Aspn"
"Ptn",0,3.16172310641914,0.755,0.092,0,"2","Ptn"
"Plac9",0,3.09508778966666,0.911,0.08,0,"2","Plac9"
"Mfap5",0,2.90881470276969,0.802,0.017,0,"2","Mfap5"
"Dlk1",0,2.90830572180909,0.728,0.041,0,"2","Dlk1"
"Tshz2",0,2.89154650200421,0.986,0.16,0,"2","Tshz2"
"Fstl1",0,2.84264121178261,0.984,0.132,0,"2","Fstl1"
"Mdk",0,2.81514293492334,0.959,0.096,0,"2","Mdk"
"Fbn1",0,2.70216901717627,0.958,0.067,0,"2","Fbn1"
"Col5a2",0,2.67798998120478,0.98,0.097,0,"2","Col5a2"
"Mfap2",0,2.67631911744306,0.95,0.084,0,"2","Mfap2"
"Rbms3",0,2.61580849109822,0.979,0.124,0,"2","Rbms3"
"Akap12",0,2.57523531098161,0.924,0.15,0,"2","Akap12"
"Gpc3",0,2.57477681349037,0.939,0.092,0,"2","Gpc3"
"Meg3",0,2.5713021366179,0.959,0.129,0,"2","Meg3"
"Vcan",0,2.54239595319173,0.857,0.056,0,"2","Vcan"
"Ogn",0,2.47569363103145,0.831,0.042,0,"2","Ogn"
"Peg3",0,2.42139776741562,0.838,0.068,0,"2","Peg3"
"Meis2",0,2.34385853359317,0.937,0.076,0,"2","Meis2"
"Cdh11",0,2.33764579204229,0.958,0.054,0,"2","Cdh11"
"Mgp",0,2.32414155371646,0.56,0.036,0,"2","Mgp"
"Dlc1",0,2.31514613354107,0.956,0.118,0,"2","Dlc1"
"Zfpm2",0,2.29985644749086,0.822,0.056,0,"2","Zfpm2"
"Serpinh1",0,2.28226341704483,0.958,0.115,0,"2","Serpinh1"
"Nfib",0,2.27634242313931,0.979,0.199,0,"2","Nfib"
"Col5a1",0,2.26242656527433,0.944,0.063,0,"2","Col5a1"
"Igfbp4",0,2.25274521108772,0.926,0.183,0,"2","Igfbp4"
"Col6a1",0,2.24473679961106,0.944,0.054,0,"2","Col6a1"
"Igf1",0,2.1941853456978,0.739,0.048,0,"2","Igf1"
"Cxcl12",0,2.16649750012184,0.755,0.036,0,"2","Cxcl12"
"Mest",0,2.14798091352593,0.764,0.045,0,"2","Mest"
"Auts2",0,2.14342941895895,0.931,0.253,0,"2","Auts2"
"Slit2",0,2.13189678055321,0.574,0.068,0,"2","Slit2"
"Mfap4",0,2.12991470284826,0.753,0.027,0,"2","Mfap4"
"Slit3",0,2.10280824133987,0.817,0.058,0,"2","Slit3"
"Dpt",0,2.09805648246508,0.673,0.007,0,"2","Dpt"
"Nrk",0,2.07876512838259,0.657,0.014,0,"2","Nrk"
"Lgals1",0,2.0563950737366,0.982,0.397,0,"2","Lgals1"
"Igfbp7",0,2.03841970142059,0.945,0.1,0,"2","Igfbp7"
"Nfia",0,2.03691614841807,0.984,0.239,0,"2","Nfia"
"Lama2",0,2.01063616652416,0.811,0.025,0,"2","Lama2"
"Cd63",0,2.00712141527136,0.976,0.359,0,"2","Cd63"
"Pbx1",0,1.99018133122174,0.959,0.309,0,"2","Pbx1"
"Clec3b",0,1.98783342040769,0.615,0.006,0,"2","Clec3b"
"Robo2",0,1.98196018185737,0.597,0.029,0,"2","Robo2"
"Adamts19",0,1.9774932152296,0.634,0.02,0,"2","Adamts19"
"Grb10",0,1.97323926449503,0.95,0.146,0,"2","Grb10"
"Col6a2",0,1.96798733644959,0.926,0.041,0,"2","Col6a2"
"Bicc1",0,1.96424769226897,0.888,0.038,0,"2","Bicc1"
"Pcdh7",0,1.96339645235931,0.832,0.092,0,"2","Pcdh7"
"Fmo2",0,1.92670057804694,0.501,0.005,0,"2","Fmo2"
"Antxr1",0,1.92086376405178,0.899,0.081,0,"2","Antxr1"
"Gsn",0,1.91167201923473,0.843,0.224,0,"2","Gsn"
"Serping1",0,1.90382562747595,0.862,0.038,0,"2","Serping1"
"Nedd4",0,1.88943017706433,0.998,0.495,0,"2","Nedd4"
"Hpse2",0,1.885909787446,0.496,0.046,0,"2","Hpse2"
"Gpc6",0,1.85366790514981,0.787,0.091,0,"2","Gpc6"
"Cdkn1c",0,1.85283238510855,0.753,0.09,0,"2","Cdkn1c"
"Abi3bp",0,1.85206337971811,0.791,0.075,0,"2","Abi3bp"
"Maged2",0,1.80093090257101,0.88,0.078,0,"2","Maged2"
"Fbln1",0,1.76856883741221,0.819,0.043,0,"2","Fbln1"
"Fbn2",0,1.75953327174807,0.857,0.08,0,"2","Fbn2"
"Efna5",0,1.7552076789174,0.824,0.074,0,"2","Efna5"
"Sfrp1",0,1.74676817161677,0.664,0.023,0,"2","Sfrp1"
"Col6a3",0,1.73591639360753,0.883,0.074,0,"2","Col6a3"
"Sdk1",0,1.73581086341435,0.725,0.068,0,"2","Sdk1"
"Vim",0,1.72557509631649,0.983,0.493,0,"2","Vim"
"Ror1",0,1.72476892814009,0.809,0.082,0,"2","Ror1"
"Sema5a",0,1.71859203924195,0.865,0.164,0,"2","Sema5a"
"Rbp1",0,1.70662651768671,0.859,0.076,0,"2","Rbp1"
"Rora",0,1.70236461124611,0.931,0.223,0,"2","Rora"
"H19",0,1.69549685077288,0.539,0.043,0,"2","H19"
"Foxp2",0,1.693051053524,0.677,0.08,0,"2","Foxp2"
"Ifitm2",0,1.68968633528945,0.956,0.299,0,"2","Ifitm2"
"Gnas",0,1.67588801928713,0.995,0.851,0,"2","Gnas"
"Tmtc2",0,1.67101256535509,0.673,0.273,0,"2","Tmtc2"
"Penk",0,1.66704881362547,0.457,0.009,0,"2","Penk"
"Adam12",0,1.6531718007975,0.597,0.082,0,"2","Adam12"
"Plpp3",0,1.64708858860972,0.769,0.108,0,"2","Plpp3"
"Fn1",0,1.64014468275946,0.74,0.084,0,"2","Fn1"
"Meis1",0,1.62217601073303,0.865,0.144,0,"2","Meis1"
"Thbs2",0,1.61924324742437,0.69,0.021,0,"2","Thbs2"
"Igfbp5",0,1.61810431290924,0.588,0.055,0,"2","Igfbp5"
"Lpar1",0,1.61554638927041,0.826,0.105,0,"2","Lpar1"
"Pmp22",0,1.61280912777299,0.884,0.096,0,"2","Pmp22"
"C430049B03Rik",0,1.61148566186331,0.741,0.06,0,"2","C430049B03Rik"
"Sparcl1",0,1.61006191324484,0.851,0.089,0,"2","Sparcl1"
"Bnc2",0,1.60592127475607,0.774,0.044,0,"2","Bnc2"
"Adgrb3",0,1.59988986602365,0.428,0.019,0,"2","Adgrb3"
"Fbxl7",0,1.59799810150818,0.758,0.083,0,"2","Fbxl7"
"Cped1",0,1.59594803248401,0.797,0.052,0,"2","Cped1"
"Ppic",0,1.59249216847877,0.893,0.101,0,"2","Ppic"
"Ccdc80",0,1.5909158257226,0.763,0.044,0,"2","Ccdc80"
"Laptm4a",0,1.58772309402523,0.957,0.411,0,"2","Laptm4a"
"Plagl1",0,1.58115711316916,0.663,0.073,0,"2","Plagl1"
"Nid1",0,1.58067313737224,0.828,0.1,0,"2","Nid1"
"Rarres2",0,1.57274301628841,0.82,0.055,0,"2","Rarres2"
"Ldb2",0,1.56213716135707,0.819,0.094,0,"2","Ldb2"
"Pcolce",0,1.54882166928178,0.792,0.025,0,"2","Pcolce"
"Itih5",0,1.54838502331811,0.815,0.14,0,"2","Itih5"
"Ctsl",0,1.54751229523982,0.914,0.231,0,"2","Ctsl"
"Airn",0,1.52001308207042,0.947,0.395,0,"2","Airn"
"Vkorc1",0,1.51624148473387,0.848,0.161,0,"2","Vkorc1"
"Tuba1a",0,1.50860030515372,0.886,0.213,0,"2","Tuba1a"
"Fndc1",0,1.50644872997491,0.688,0.011,0,"2","Fndc1"
"Lamb1",0,1.50518187489216,0.83,0.074,0,"2","Lamb1"
"Piezo2",0,1.5022107576811,0.623,0.026,0,"2","Piezo2"
"Col4a1",0,1.48970872743451,0.845,0.119,0,"2","Col4a1"
"Bgn",0,1.48749332500384,0.754,0.052,0,"2","Bgn"
"Svep1",0,1.48076405505393,0.71,0.011,0,"2","Svep1"
"Zeb2",0,1.46994985099224,0.921,0.393,0,"2","Zeb2"
"Ank2",0,1.45275374058911,0.805,0.059,0,"2","Ank2"
"Rian",0,1.44623373343304,0.763,0.069,0,"2","Rian"
"Rcn3",0,1.44491559362973,0.833,0.069,0,"2","Rcn3"
"Pdzrn3",0,1.43537386310883,0.829,0.127,0,"2","Pdzrn3"
"Naaladl2",0,1.43480887359109,0.733,0.103,0,"2","Naaladl2"
"Slc24a3",0,1.41982840167236,0.647,0.07,0,"2","Slc24a3"
"Rcn1",0,1.41195408292748,0.85,0.108,0,"2","Rcn1"
"Sulf1",0,1.40271033903057,0.57,0.024,0,"2","Sulf1"
"Marcks",0,1.40257131278699,0.917,0.375,0,"2","Marcks"
"Pcdh9",0,1.39691728490784,0.499,0.039,0,"2","Pcdh9"
"Ext1",0,1.39689293230846,0.873,0.337,0,"2","Ext1"
"Eln",0,1.39610077913034,0.696,0.059,0,"2","Eln"
"Tnxb",0,1.39555813049568,0.694,0.031,0,"2","Tnxb"
"Tcf21",0,1.39512313028343,0.6,0.019,0,"2","Tcf21"
"Cd34",0,1.39443995623802,0.639,0.016,0,"2","Cd34"
"Mmp16",0,1.38409175031235,0.636,0.044,0,"2","Mmp16"
"Tceal9",0,1.38189474335344,0.936,0.322,0,"2","Tceal9"
"Nrp1",0,1.36393216069841,0.646,0.155,0,"2","Nrp1"
"Rhoj",0,1.36343942412295,0.802,0.085,0,"2","Rhoj"
"Col12a1",0,1.36127063628084,0.686,0.059,0,"2","Col12a1"
"Ppib",0,1.35632170735125,0.973,0.732,0,"2","Ppib"
"Ehbp1",0,1.35603512230554,0.824,0.16,0,"2","Ehbp1"
"Timp2",0,1.35577940958172,0.859,0.168,0,"2","Timp2"
"Lhfp",0,1.35538580472583,0.729,0.057,0,"2","Lhfp"
"Cd81",0,1.35475781152863,0.834,0.372,0,"2","Cd81"
"Pi15",0,1.3495660906058,0.598,0.028,0,"2","Pi15"
"Nfix",0,1.34629629238978,0.877,0.127,0,"2","Nfix"
"Pam",0,1.34454547413296,0.803,0.188,0,"2","Pam"
"Nlgn1",0,1.34253605136893,0.476,0.032,0,"2","Nlgn1"
"Sema3c",0,1.34234603203263,0.54,0.117,0,"2","Sema3c"
"Epha3",0,1.33176363451948,0.369,0.029,0,"2","Epha3"
"Sdc2",0,1.32823078919541,0.781,0.096,0,"2","Sdc2"
"Ltbp4",0,1.31465433901835,0.785,0.045,0,"2","Ltbp4"
"Sema3d",0,1.30930042182949,0.523,0.023,0,"2","Sema3d"
"Gpx8",0,1.30798437332464,0.814,0.073,0,"2","Gpx8"
"Pde3a",0,1.30196999252334,0.835,0.161,0,"2","Pde3a"
"Eid1",0,1.297382822672,0.916,0.337,0,"2","Eid1"
"Lpl",0,1.29356947992723,0.43,0.037,0,"2","Lpl"
"Pde5a",0,1.28507210458695,0.644,0.17,0,"2","Pde5a"
"Fndc3b",0,1.2843131213079,0.91,0.278,0,"2","Fndc3b"
"Adamts12",0,1.28244695700013,0.68,0.043,0,"2","Adamts12"
"Cygb",0,1.28174322538692,0.632,0.009,0,"2","Cygb"
"Pdgfra",0,1.28082633201792,0.663,0.006,0,"2","Pdgfra"
"Mir99ahg",0,1.27750044037702,0.687,0.131,0,"2","Mir99ahg"
"Pard3b",0,1.2754095083693,0.921,0.286,0,"2","Pard3b"
"Anxa2",0,1.27460068925974,0.77,0.295,0,"2","Anxa2"
"Spats2l",0,1.27328419984314,0.797,0.147,0,"2","Spats2l"
"Colec12",0,1.2668720957306,0.737,0.054,0,"2","Colec12"
"Ptprd",0,1.26632423151933,0.786,0.158,0,"2","Ptprd"
"Sfr1",0,1.26511667341821,0.909,0.432,0,"2","Sfr1"
"Tenm3",0,1.26331507787229,0.7,0.128,0,"2","Tenm3"
"Gas1",0,1.25745802931336,0.649,0.068,0,"2","Gas1"
"Fap",0,1.25588198269294,0.631,0.042,0,"2","Fap"
"Nenf",0,1.25334166795796,0.853,0.186,0,"2","Nenf"
"Nrep",0,1.25174913536636,0.822,0.121,0,"2","Nrep"
"Zfhx4",0,1.25155771843997,0.62,0.06,0,"2","Zfhx4"
"Lrrc17",0,1.24638411656302,0.717,0.02,0,"2","Lrrc17"
"Ncam1",0,1.23519955401482,0.432,0.08,0,"2","Ncam1"
"Calu",0,1.23422425366546,0.865,0.219,0,"2","Calu"
"Lox",0,1.23397105504008,0.633,0.024,0,"2","Lox"
"Ptch1",0,1.23148030390325,0.517,0.122,0,"2","Ptch1"
"Nkain3",0,1.22311411920556,0.41,0.008,0,"2","Nkain3"
"Pid1",0,1.22188609717355,0.595,0.123,0,"2","Pid1"
"Ahnak",0,1.2207015444453,0.92,0.398,0,"2","Ahnak"
"Anxa5",0,1.2202945138324,0.874,0.285,0,"2","Anxa5"
"Tgfbr3",0,1.20671869356466,0.731,0.112,0,"2","Tgfbr3"
"Myh10",0,1.20406846422669,0.758,0.087,0,"2","Myh10"
"Zim1",0,1.20378840849791,0.469,0.006,0,"2","Zim1"
"Prickle1",0,1.20134526341395,0.678,0.129,0,"2","Prickle1"
