"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tpm2",0,4.98100792121062,0.981,0.147,0,"7","Tpm2"
"Tagln",0,4.78217557175866,0.933,0.115,0,"7","Tagln"
"Mylk",0,4.72180843122214,0.932,0.126,0,"7","Mylk"
"Tpm1",0,4.69734884663482,0.987,0.473,0,"7","Tpm1"
"Myl9",0,4.22771703137502,0.961,0.138,0,"7","Myl9"
"Cnn1",0,4.16254942229055,0.895,0.037,0,"7","Cnn1"
"Cald1",0,3.34669055398955,0.989,0.192,0,"7","Cald1"
"Kcnip4",0,3.26264054149516,0.547,0.012,0,"7","Kcnip4"
"Des",0,3.240939642758,0.866,0.04,0,"7","Des"
"Synpo2",0,3.18747611547002,0.91,0.048,0,"7","Synpo2"
"Ckb",0,3.17773467463574,0.924,0.263,0,"7","Ckb"
"Myl6",0,3.0546420669802,1,0.945,0,"7","Myl6"
"Pdlim3",0,2.80438163021617,0.894,0.069,0,"7","Pdlim3"
"Flna",0,2.67853977797924,0.967,0.351,0,"7","Flna"
"Csrp1",0,2.651235238345,0.935,0.168,0,"7","Csrp1"
"Pcp4",0,2.64695267138688,0.7,0.008,0,"7","Pcp4"
"Sparcl11",0,2.63213364152886,0.971,0.155,0,"7","Sparcl1"
"Dmd",0,2.60799505587628,0.86,0.143,0,"7","Dmd"
"Dstn",0,2.60275052162885,0.966,0.458,0,"7","Dstn"
"Hspb1",0,2.5706592377665,0.839,0.046,0,"7","Hspb1"
"Cacna1c",0,2.56398618905357,0.902,0.108,0,"7","Cacna1c"
"Fermt2",0,2.42215183219788,0.979,0.18,0,"7","Fermt2"
"Chrm2",0,2.39917907468114,0.769,0.036,0,"7","Chrm2"
"Rbpms",0,2.39032091749029,0.975,0.287,0,"7","Rbpms"
"Nexn",0,2.3074526047976,0.912,0.075,0,"7","Nexn"
"Prkg1",0,2.25732443311091,0.934,0.155,0,"7","Prkg1"
"Svil1",0,2.24256829912494,0.972,0.457,0,"7","Svil"
"Slc24a31",0,2.24075041687959,0.861,0.115,0,"7","Slc24a3"
"Sh3bgr",0,2.2121055558708,0.805,0.016,0,"7","Sh3bgr"
"Pgm5",0,2.19001939264172,0.882,0.073,0,"7","Pgm5"
"Sntg2",0,2.16578551171986,0.854,0.029,0,"7","Sntg2"
"Kcnma11",0,2.11870745758066,0.857,0.098,0,"7","Kcnma1"
"Lgals11",0,2.11208995219368,0.983,0.451,0,"7","Lgals1"
"Tgfb1i1",0,2.1113121772779,0.947,0.134,0,"7","Tgfb1i1"
"Vcl",0,2.10095257857221,0.928,0.303,0,"7","Vcl"
"Ppp1r12a",0,2.09273203686381,0.962,0.739,0,"7","Ppp1r12a"
"Smtn",0,2.0915637246109,0.774,0.047,0,"7","Smtn"
"Atp2b4",0,2.0421365147361,0.908,0.136,0,"7","Atp2b4"
"Itga1",0,2.02780698650303,0.922,0.143,0,"7","Itga1"
"Sorbs1",0,1.98368143816784,0.899,0.228,0,"7","Sorbs1"
"Carmn",0,1.97996773199452,0.867,0.063,0,"7","Carmn"
"Cacnb2",0,1.97975956625664,0.879,0.134,0,"7","Cacnb2"
"Lpp",0,1.96268296546629,0.963,0.73,0,"7","Lpp"
"Meis21",0,1.93780576197357,0.975,0.155,0,"7","Meis2"
"Itgb11",0,1.91244691767927,0.999,0.517,0,"7","Itgb1"
"Slc25a4",0,1.89204997919251,0.972,0.439,0,"7","Slc25a4"
"Lmod1",0,1.84095996743897,0.861,0.039,0,"7","Lmod1"
"Fbxl22",0,1.8394599346796,0.792,0.035,0,"7","Fbxl22"
"Ppp1r12b",0,1.83249803810694,0.923,0.256,0,"7","Ppp1r12b"
"Synm",0,1.83115684020191,0.665,0.008,0,"7","Synm"
"Enah",0,1.8308283762483,0.871,0.136,0,"7","Enah"
"Sdk11",0,1.8164276492666,0.872,0.122,0,"7","Sdk1"
"Ptms",0,1.81140143416644,0.981,0.415,0,"7","Ptms"
"Foxp21",0,1.79995906207312,0.889,0.126,0,"7","Foxp2"
"Tnnt2",0,1.78140459955134,0.537,0.004,0,"7","Tnnt2"
"Cfl2",0,1.77990981265145,0.945,0.303,0,"7","Cfl2"
"Myom1",0,1.77186482203338,0.815,0.049,0,"7","Myom1"
"Calm2",0,1.72280315751269,0.995,0.765,0,"7","Calm2"
"Ryr3",0,1.72008208278344,0.784,0.033,0,"7","Ryr3"
"Selenom",0,1.68142198594167,0.917,0.229,0,"7","Selenom"
"Pcdh71",0,1.68052352593986,0.88,0.159,0,"7","Pcdh7"
"Igfbp2",0,1.66314658974308,0.583,0.021,0,"7","Igfbp2"
"Msrb3",0,1.64164216599538,0.874,0.112,0,"7","Msrb3"
"Palld1",0,1.64113003273233,0.935,0.217,0,"7","Palld"
"Gm20754",0,1.62276937805482,0.435,0.013,0,"7","Gm20754"
"Ppp1r14a",0,1.62081031511183,0.763,0.097,0,"7","Ppp1r14a"
"Macrod2",0,1.58456888459204,0.794,0.137,0,"7","Macrod2"
"Cav1",0,1.58239010431655,0.818,0.075,0,"7","Cav1"
"Cavin31",0,1.58091581000504,0.894,0.152,0,"7","Cavin3"
"Filip1",0,1.57874329308557,0.822,0.069,0,"7","Filip1"
"Ptn1",0,1.56995887970128,0.832,0.15,0,"7","Ptn"
"Dynll1",0,1.56633406157255,0.986,0.735,0,"7","Dynll1"
"Cacna2d1",0,1.55227509047756,0.887,0.162,0,"7","Cacna2d1"
"Ndufa4",0,1.52202446251562,0.974,0.699,0,"7","Ndufa4"
"Mustn1",0,1.5179889737268,0.69,0.06,0,"7","Mustn1"
"Nedd41",0,1.50150614199956,0.996,0.542,0,"7","Nedd4"
"Clmp1",0,1.49304296516807,0.856,0.115,0,"7","Clmp"
"Myocd",0,1.48040664181368,0.76,0.039,0,"7","Myocd"
"Hacd1",0,1.47919299419147,0.847,0.119,0,"7","Hacd1"
"Nrp2",0,1.45481011899182,0.829,0.128,0,"7","Nrp2"
"Pcp4l1",0,1.45405582199461,0.753,0.028,0,"7","Pcp4l1"
"Csrp2",0,1.45228250701056,0.802,0.216,0,"7","Csrp2"
"Pdlim7",0,1.44474561402097,0.849,0.127,0,"7","Pdlim7"
"Tinagl1",0,1.43765498311819,0.653,0.076,0,"7","Tinagl1"
"Filip1l",0,1.43613249998751,0.948,0.511,0,"7","Filip1l"
"Mab21l2",0,1.43379077951327,0.79,0.071,0,"7","Mab21l2"
"Kcnip1",0,1.42918582710639,0.56,0.032,0,"7","Kcnip1"
"Col4a11",0,1.42300609374796,0.94,0.182,0,"7","Col4a1"
"Itih51",0,1.4101857466318,0.824,0.202,0,"7","Itih5"
"Slc8a11",0,1.38394395543935,0.914,0.292,0,"7","Slc8a1"
"Ppp1cb",0,1.37102337448184,0.931,0.484,0,"7","Ppp1cb"
"Klhl23",0,1.36300873368846,0.789,0.076,0,"7","Klhl23"
"Cdc42ep3",0,1.3410168982677,0.782,0.154,0,"7","Cdc42ep3"
"Npnt",0,1.33952733136834,0.719,0.032,0,"7","Npnt"
"Pde5a1",0,1.33143077575361,0.859,0.205,0,"7","Pde5a"
"Slmap",0,1.33099554013545,0.892,0.401,0,"7","Slmap"
"Sema3a1",0,1.33006581155965,0.637,0.048,0,"7","Sema3a"
"Meis11",0,1.32158303455024,0.911,0.209,0,"7","Meis1"
"Rras",0,1.31994754883305,0.824,0.152,0,"7","Rras"
"Ccdc107",0,1.31238701130376,0.804,0.179,0,"7","Ccdc107"
"Nxn",0,1.30907494498103,0.835,0.182,0,"7","Nxn"
"Fn11",0,1.30705302492971,0.83,0.141,0,"7","Fn1"
"Psd",0,1.30648826275287,0.762,0.024,0,"7","Psd"
"Cacna1e",0,1.30168169256667,0.625,0.076,0,"7","Cacna1e"
"Parva",0,1.29065405710722,0.871,0.164,0,"7","Parva"
"Grem1",0,1.29031962546837,0.445,0.026,0,"7","Grem1"
"Cpe",0,1.28560599623577,0.806,0.104,0,"7","Cpe"
"Sgcd",0,1.26592472437247,0.733,0.091,0,"7","Sgcd"
"Actn1",0,1.26456741930878,0.897,0.256,0,"7","Actn1"
"Rims1",0,1.24785789562433,0.655,0.025,0,"7","Rims1"
"Bdh1",0,1.24568024920647,0.656,0.086,0,"7","Bdh1"
"Frem2",0,1.23599515495167,0.695,0.034,0,"7","Frem2"
"Tspan2",0,1.23025080830595,0.795,0.073,0,"7","Tspan2"
"Cox8a",0,1.22950037757327,0.977,0.823,0,"7","Cox8a"
"Gas11",0,1.22223569944017,0.805,0.115,0,"7","Gas1"
"Fbxl71",0,1.22062955311396,0.768,0.145,0,"7","Fbxl7"
"Hmgn1",0,1.21643052058337,0.965,0.488,0,"7","Hmgn1"
"Abi3bp1",0,1.21343798237403,0.756,0.143,0,"7","Abi3bp"
"Epha7",0,1.21002956895122,0.531,0.064,0,"7","Epha7"
"Cavin2",0,1.20964854787703,0.779,0.084,0,"7","Cavin2"
"Ryr2",0,1.20642802401187,0.661,0.047,0,"7","Ryr2"
"Emp2",0,1.20220475167339,0.761,0.082,0,"7","Emp2"
"Nav2",0,1.18847884377745,0.79,0.142,0,"7","Nav2"
"Col4a21",0,1.17885225768383,0.897,0.169,0,"7","Col4a2"
"Samd4",0,1.17674651138414,0.769,0.147,0,"7","Samd4"
"Pdzrn31",0,1.17458535848858,0.825,0.192,0,"7","Pdzrn3"
"Colec121",0,1.1697666197874,0.715,0.118,0,"7","Colec12"
"Syndig1",0,1.15999794170848,0.54,0.01,0,"7","Syndig1"
"Cox4i1",0,1.15466371344257,0.983,0.849,0,"7","Cox4i1"
"Pbx11",0,1.14778507067116,0.943,0.37,0,"7","Pbx1"
"Eml1",0,1.14226595137146,0.769,0.111,0,"7","Eml1"
"Cryab",0,1.13679018667659,0.83,0.127,0,"7","Cryab"
"Ogn1",0,1.13552609335323,0.654,0.123,0,"7","Ogn"
"Smoc2",0,1.13475817003228,0.571,0.071,0,"7","Smoc2"
"Map1lc3a",0,1.13160348275619,0.824,0.207,0,"7","Map1lc3a"
"Irag1",0,1.11995428030044,0.712,0.064,0,"7","Irag1"
"Tead1",0,1.11646215636458,0.883,0.227,0,"7","Tead1"
"Klhl29",0,1.1112568492213,0.65,0.094,0,"7","Klhl29"
"Bmpr1a",0,1.11101672855763,0.844,0.242,0,"7","Bmpr1a"
"Fbn21",0,1.10897919879393,0.803,0.155,0,"7","Fbn2"
"Ifitm21",0,1.10546798788385,0.956,0.36,0,"7","Ifitm2"
"Pakap",0,1.08876963333438,0.681,0.052,0,"7","Pakap"
"Rbpms2",0,1.08440345506286,0.721,0.046,0,"7","Rbpms2"
"Tns1",0,1.08219859402841,0.741,0.127,0,"7","Tns1"
"Auts21",0,1.07858396442328,0.936,0.316,0,"7","Auts2"
"Rgs5",0,1.07397423288,0.539,0.048,0,"7","Rgs5"
"Cox6c",0,1.07178270694688,0.976,0.695,0,"7","Cox6c"
"Cd811",0,1.07024166490002,0.934,0.411,0,"7","Cd81"
"Lmna",0,1.06969309869588,0.833,0.231,0,"7","Lmna"
"Cox7c",0,1.06572071593873,0.982,0.793,0,"7","Cox7c"
"Ror2",0,1.06537930149027,0.612,0.09,0,"7","Ror2"
"Aldh1a1",0,1.06016901868651,0.475,0.031,0,"7","Aldh1a1"
"Dip2c",0,1.05973288394761,0.872,0.358,0,"7","Dip2c"
"Chrm31",0,1.05852886311425,0.525,0.064,0,"7","Chrm3"
"Tsc22d1",0,1.05427407485724,0.844,0.293,0,"7","Tsc22d1"
"Ndufb8",0,1.05165048164329,0.902,0.462,0,"7","Ndufb8"
"Itga5",0,1.04074665373398,0.599,0.059,0,"7","Itga5"
"Nrep1",0,1.03314651046042,0.838,0.185,0,"7","Nrep"
"Schip1",0,1.02872223475954,0.652,0.056,0,"7","Schip1"
"Abcc9",0,1.02788917310609,0.658,0.074,0,"7","Abcc9"
"Bnc21",0,1.02212048059051,0.764,0.113,0,"7","Bnc2"
"Ctxn1",0,1.0202322310014,0.668,0.046,0,"7","Ctxn1"
"Hmcn2",0,1.0189365105316,0.624,0.022,0,"7","Hmcn2"
"Tceal91",0,1.01789836444109,0.918,0.38,0,"7","Tceal9"
"Mgll",0,1.01532271868101,0.697,0.117,0,"7","Mgll"
"Rsu1",0,1.01360090389966,0.877,0.339,0,"7","Rsu1"
"Ndufb9",0,1.01174131152265,0.881,0.437,0,"7","Ndufb9"
"Selenow",8.26025581622497e-270,1.0723601675012,0.949,0.597,1.58101296322546e-265,"7","Selenow"
"Dgkb",2.8350126055496e-268,1.70175218914382,0.369,0.069,5.42621412702193e-264,"7","Dgkb"
"H2az1",6.90042699868573e-96,1.20154282997355,0.879,0.649,1.32074172754845e-91,"7","H2az1"
"Ctnna3",0,3.9695893186388,0.766,0.067,0,"8","Ctnna3"
"Dgkb1",0,3.44967297936997,0.764,0.057,0,"8","Dgkb"
"Eln1",0,3.37113502746098,0.728,0.121,0,"8","Eln"
"Prkg11",0,3.01326516338248,0.883,0.162,0,"8","Prkg1"
"Igfbp71",0,2.92005902141045,0.953,0.184,0,"8","Igfbp7"
"Kcnab1",0,2.82211341624926,0.537,0.014,0,"8","Kcnab1"
"Tm4sf1",0,2.81311131945133,0.889,0.032,0,"8","Tm4sf1"
"Acta21",0,2.78289441852303,0.781,0.151,0,"8","Acta2"
"Cald11",0,2.77026115768103,0.911,0.2,0,"8","Cald1"
"Tagln1",0,2.7222000680361,0.783,0.126,0,"8","Tagln"
"Pde3a1",0,2.69905239456894,0.788,0.229,0,"8","Pde3a"
"Fabp4",0,2.69221844382554,0.411,0.009,0,"8","Fabp4"
"Rgs51",0,2.61568186593791,0.508,0.053,0,"8","Rgs5"
"Gpc61",0,2.59141597131625,0.787,0.161,0,"8","Gpc6"
"Sox5",0,2.477550942689,0.794,0.155,0,"8","Sox5"
"Itga11",0,2.47420092670062,0.905,0.149,0,"8","Itga1"
"Mustn11",0,2.4732573861713,0.751,0.062,0,"8","Mustn1"
"Col4a12",0,2.45593546334886,0.954,0.187,0,"8","Col4a1"
"Hpse21",0,2.41978618385031,0.682,0.084,0,"8","Hpse2"
"Notch3",0,2.36618708835795,0.771,0.042,0,"8","Notch3"
"Rcan2",0,2.36463083087824,0.702,0.023,0,"8","Rcan2"
"Cav11",0,2.36009215409912,0.942,0.076,0,"8","Cav1"
"Myl91",0,2.28771232209304,0.803,0.15,0,"8","Myl9"
"Slit31",0,2.19150397142842,0.754,0.136,0,"8","Slit3"
"Gm13889",0,2.17724640188789,0.791,0.051,0,"8","Gm13889"
"Nr2f21",0,2.13787773957222,0.887,0.146,0,"8","Nr2f2"
"Gucy1a1",0,2.12625682614434,0.803,0.086,0,"8","Gucy1a1"
"Map3k7cl",0,2.09280228305857,0.702,0.009,0,"8","Map3k7cl"
"Dlc11",0,2.08668303925449,0.9,0.203,0,"8","Dlc1"
"Myh111",0,2.07738273626783,0.745,0.079,0,"8","Myh11"
"Tpm11",0,2.06000250871401,0.913,0.48,0,"8","Tpm1"
"Col4a22",0,2.02969942152997,0.922,0.174,0,"8","Col4a2"
"Rbpms1",0,1.96336621404265,0.967,0.292,0,"8","Rbpms"
"Zfhx31",0,1.93697418667276,0.838,0.303,0,"8","Zfhx3"
"Septin7",0,1.93275623226939,0.979,0.72,0,"8","Septin7"
"Sparcl12",0,1.920140562435,0.835,0.166,0,"8","Sparcl1"
"Vim1",0,1.91903989445862,0.989,0.542,0,"8","Vim"
"Map3k20",0,1.89480445884422,0.813,0.148,0,"8","Map3k20"
"Mast4",0,1.88329459311763,0.923,0.334,0,"8","Mast4"
"Dmd1",0,1.83906281759332,0.766,0.151,0,"8","Dmd"
"Rgs7bp",0,1.83200524286359,0.681,0.053,0,"8","Rgs7bp"
"Fabp5",0,1.82881635882565,0.78,0.14,0,"8","Fabp5"
"Gng11",0,1.80856059298843,0.884,0.131,0,"8","Gng11"
"Cavin32",0,1.80245801364125,0.891,0.158,0,"8","Cavin3"
"Cacnb21",0,1.79029543729049,0.7,0.146,0,"8","Cacnb2"
"Nrep2",0,1.77683946267425,0.901,0.188,0,"8","Nrep"
"Tinagl11",0,1.75010988078017,0.818,0.074,0,"8","Tinagl1"
"Frmd4a",0,1.73842809920212,0.901,0.161,0,"8","Frmd4a"
"Cacna1c1",0,1.7273968134555,0.754,0.119,0,"8","Cacna1c"
"Gucy1a2",0,1.71976166253813,0.73,0.048,0,"8","Gucy1a2"
"Ndufa4l2",0,1.71619808966768,0.704,0.017,0,"8","Ndufa4l2"
"Lgalsl",0,1.7081571359785,0.751,0.105,0,"8","Lgalsl"
"Pakap1",0,1.67668874066549,0.73,0.055,0,"8","Pakap"
"Jag1",0,1.65534629837156,0.747,0.059,0,"8","Jag1"
"Ntrk31",0,1.6551207527889,0.665,0.104,0,"8","Ntrk3"
"Filip11",0,1.64846761843155,0.805,0.075,0,"8","Filip1"
"Mark1",0,1.6454908002491,0.729,0.056,0,"8","Mark1"
"Esam",0,1.64434492974628,0.781,0.008,0,"8","Esam"
"Sox6",0,1.64064485928781,0.658,0.105,0,"8","Sox6"
"Crip2",0,1.63853653734833,0.887,0.095,0,"8","Crip2"
"Gucy1b1",0,1.63707945474894,0.77,0.07,0,"8","Gucy1b1"
"Apbb2",0,1.6346893263775,0.878,0.145,0,"8","Apbb2"
"Pakap.1",0,1.62507298030709,0.876,0.184,0,"8","Pakap.1"
"Myo1b",0,1.60242894831885,0.84,0.118,0,"8","Myo1b"
"Mcam",0,1.59270426370206,0.8,0.046,0,"8","Mcam"
"Ednra",0,1.59076933677627,0.726,0.08,0,"8","Ednra"
"Mprip",0,1.5803544052557,0.896,0.378,0,"8","Mprip"
"Ccn1",0,1.57849090479706,0.592,0.088,0,"8","Ccn1"
"Myom11",0,1.57694854802462,0.641,0.061,0,"8","Myom1"
"Rasl11a",0,1.57653849393949,0.681,0.052,0,"8","Rasl11a"
"Igfbp51",0,1.56662078961282,0.586,0.108,0,"8","Igfbp5"
"Plce1",0,1.56459936978614,0.664,0.114,0,"8","Plce1"
"Serpine2",0,1.56107901513916,0.751,0.08,0,"8","Serpine2"
"Sorbs2",0,1.54799534425047,0.615,0.114,0,"8","Sorbs2"
"Rhoj1",0,1.52988004094302,0.872,0.154,0,"8","Rhoj"
"Sparc1",0,1.52611201026617,0.961,0.264,0,"8","Sparc"
"Itgb12",0,1.52166664549022,0.985,0.521,0,"8","Itgb1"
"Crim1",0,1.48150974063904,0.794,0.192,0,"8","Crim1"
"Parm11",0,1.44884053467645,0.702,0.126,0,"8","Parm1"
"Gjc1",0,1.44365938537264,0.8,0.113,0,"8","Gjc1"
"Ccn2",0,1.43102496133809,0.496,0.048,0,"8","Ccn2"
"Ccnd1",0,1.42224658756459,0.725,0.155,0,"8","Ccnd1"
"Wtip",0,1.39480594193114,0.654,0.09,0,"8","Wtip"
"Lmod11",0,1.38289021710408,0.616,0.053,0,"8","Lmod1"
"Vcl1",0,1.38010315994997,0.883,0.309,0,"8","Vcl"
"Actn11",0,1.37603039893301,0.806,0.264,0,"8","Actn1"
"Msrb31",0,1.37041616571436,0.818,0.12,0,"8","Msrb3"
"Nexn1",0,1.3682722681072,0.629,0.091,0,"8","Nexn"
"Csrp21",0,1.34881109525326,0.777,0.221,0,"8","Csrp2"
"Calcrl",0,1.3420808187269,0.701,0.155,0,"8","Calcrl"
"Pdgfrb",0,1.33591430435112,0.682,0.051,0,"8","Pdgfrb"
"Galnt18",0,1.33015947232419,0.694,0.072,0,"8","Galnt18"
"Rergl",0,1.31665821008356,0.305,0,0,"8","Rergl"
"Lhfp1",0,1.31437464387788,0.732,0.124,0,"8","Lhfp"
"Limch1",0,1.30929778989699,0.641,0.05,0,"8","Limch1"
"Rgs6",0,1.30456305334786,0.58,0.048,0,"8","Rgs6"
"Ppp1r14a1",0,1.29459967915191,0.636,0.107,0,"8","Ppp1r14a"
"Ltbp1",0,1.29286227954494,0.638,0.095,0,"8","Ltbp1"
"Arhgef7",0,1.29198581016283,0.729,0.156,0,"8","Arhgef7"
"Adamts9",0,1.29089585841159,0.538,0.077,0,"8","Adamts9"
"Plac91",0,1.29067929349926,0.811,0.166,0,"8","Plac9"
"Adamtsl11",0,1.28964180833609,0.628,0.083,0,"8","Adamtsl1"
"Rasal2",0,1.28961781314633,0.767,0.135,0,"8","Rasal2"
"Arhgap101",0,1.27951128685826,0.767,0.237,0,"8","Arhgap10"
"Mfge8",0,1.27605816102057,0.759,0.076,0,"8","Mfge8"
"Tpm21",0,1.26840535970901,0.764,0.161,0,"8","Tpm2"
"Fermt21",0,1.24792894341038,0.915,0.188,0,"8","Fermt2"
"Timp3",0,1.24611981994268,0.751,0.134,0,"8","Timp3"
"Carmn1",0,1.24481662157157,0.678,0.075,0,"8","Carmn"
"Cavin1",0,1.23529155159791,0.812,0.127,0,"8","Cavin1"
"Prex2",0,1.22984076089396,0.429,0.021,0,"8","Prex2"
"Aoc3",0,1.22813111562943,0.703,0.051,0,"8","Aoc3"
"Tuba1a1",0,1.22530469010668,0.872,0.281,0,"8","Tuba1a"
"Cdh6",0,1.21152162743513,0.595,0.046,0,"8","Cdh6"
"Cd93",0,1.20424815670039,0.554,0.068,0,"8","Cd93"
"Cox4i2",0,1.20118879727153,0.417,0.003,0,"8","Cox4i2"
"Nhs",0,1.20092678064667,0.621,0.094,0,"8","Nhs"
"Ano1",0,1.1977166536366,0.569,0.059,0,"8","Ano1"
"Ryr21",0,1.19060867661008,0.541,0.056,0,"8","Ryr2"
"Epha31",0,1.182773100816,0.45,0.06,0,"8","Epha3"
"Astn2",0,1.17857231448987,0.548,0.058,0,"8","Astn2"
"Col18a1",0,1.17786808450083,0.638,0.051,0,"8","Col18a1"
"Lama41",0,1.17228313661656,0.73,0.151,0,"8","Lama4"
"Kitl",0,1.17123926070711,0.593,0.111,0,"8","Kitl"
"Syne2",0,1.16379186149753,0.792,0.231,0,"8","Syne2"
"B130024G19Rik",0,1.15629463627652,0.603,0.048,0,"8","B130024G19Rik"
"Gm4876",0,1.15628512173849,0.54,0.019,0,"8","Gm4876"
"Btbd3",0,1.15531811286134,0.726,0.114,0,"8","Btbd3"
"Cdc42bpa",0,1.13580578402895,0.836,0.2,0,"8","Cdc42bpa"
"Nfib1",0,1.1329058915988,0.94,0.278,0,"8","Nfib"
"Epas1",0,1.12979403802532,0.703,0.072,0,"8","Epas1"
"Sema5b",0,1.12628806559867,0.538,0.015,0,"8","Sema5b"
"Bst2",0,1.11965068580433,0.732,0.197,0,"8","Bst2"
"Gja4",0,1.11534640408789,0.524,0.001,0,"8","Gja4"
"Grb101",0,1.11307604521285,0.905,0.228,0,"8","Grb10"
"Farp1",0,1.10786783703118,0.774,0.213,0,"8","Farp1"
"Ptk2",0,1.10293557121303,0.823,0.238,0,"8","Ptk2"
"Cnnm2",0,1.09954480082756,0.506,0.069,0,"8","Cnnm2"
"Tbx2",0,1.09935274520129,0.534,0.024,0,"8","Tbx2"
"Pls3",0,1.09530870678187,0.71,0.109,0,"8","Pls3"
"Cryab1",0,1.09381142458899,0.688,0.137,0,"8","Cryab"
"Fam241a",0,1.0930641010025,0.637,0.128,0,"8","Fam241a"
"Pdgfa",0,1.09144320679519,0.688,0.138,0,"8","Pdgfa"
"Adamts1",0,1.08974212547162,0.518,0.084,0,"8","Adamts1"
"Slc7a2",0,1.08748786429433,0.524,0.019,0,"8","Slc7a2"
"Plcl1",0,1.08258899323558,0.76,0.206,0,"8","Plcl1"
"Tgfb2",0,1.08120521753772,0.673,0.076,0,"8","Tgfb2"
"Unc5c",0,1.07567968284684,0.407,0.04,0,"8","Unc5c"
"Cdh13",0,1.0584515607892,0.443,0.034,0,"8","Cdh13"
"Cav2",0,1.05667126584856,0.671,0.032,0,"8","Cav2"
"Heyl",0,1.05077649027652,0.587,0.029,0,"8","Heyl"
"Akap6",0,1.04898212119337,0.553,0.054,0,"8","Akap6"
"Aspn1",0,1.0418839568177,0.707,0.146,0,"8","Aspn"
"Cyp7b1",0,1.02827631739664,0.54,0.092,0,"8","Cyp7b1"
"Sgip1",0,1.02736892653533,0.498,0.054,0,"8","Sgip1"
"Pi151",0,1.02210658435268,0.561,0.086,0,"8","Pi15"
"Hip1",0,1.01781580473866,0.687,0.155,0,"8","Hip1"
"Ndst3",0,1.00957623745327,0.511,0.037,0,"8","Ndst3"
"Pcp4l11",0,1.00901878726107,0.572,0.04,0,"8","Pcp4l1"
"Rhoc",0,1.00812222125357,0.835,0.26,0,"8","Rhoc"
"Neo1",0,1.00519198210526,0.699,0.19,0,"8","Neo1"
"Rasl12",0,1.0032575892974,0.584,0.008,0,"8","Rasl12"
